Date,Domestic Visitors,Foreign Visitors,kerala flights: (Worldwide),kerala buses: (Worldwide),buses to kerala: (Worldwide),cars to kerala: (Worldwide),trains to kerala: (Worldwide),kerala trains: (Worldwide),kerala cars: (Worldwide),kerala bus booking: (Worldwide),kerala bus timings: (Worldwide),kerala train booking: (Worldwide),kerala train timings: (Worldwide),kerala flight booking: (Worldwide),flights in kerala: (Worldwide),kerala airport: (Worldwide),flights near kerala: (Worldwide),Total Transport,temperature_2m (Ã‚Â°C),relativehumidity_2m (%),rain (mm),snowfall (cm),windspeed_10m (km/h),rain (mm)_sum,snowfall (cm)_sum
15-09-2019,339086,3912.630636,53,49,0,0,15,7,44,71,49,28,42,44,54,29,27,512,26.49,87.68,0.25,0,9.58,42,0
22-09-2019,451002,3949.338539,45,36,0,0,14,9,40,46,67,38,38,37,81,29,0,480,26.49,88.45,0.4,0,7.41,67.85,0
06-10-2019,368112,4111.394277,46,33,0,0,13,7,15,43,56,38,38,25,62,30,0,406,26.66,86.44,0.25,0,4.97,42.05,0
13-10-2019,368193,4209.670316,45,55,51,0,13,8,26,32,61,37,39,0,35,24,0,426,26.52,86.99,0.23,0,5.09,38.5,0
20-10-2019,368142,4318.745919,46,19,13,0,18,15,0,49,51,20,12,32,37,30,0,342,26.2,89.22,0.75,0,5.4,126.5,0
27-10-2019,489646,4230.189489,45,43,22,37,15,9,0,54,68,26,35,34,37,27,0,452,25.79,87.41,0.56,0,7.02,94.25,0
03-11-2019,381731,3723.058157,61,64,33,0,18,11,29,47,98,46,39,22,71,29,23,591,26.04,87.21,0.53,0,7.27,89.45,0
10-11-2019,381682,3728.477456,58,53,36,0,15,10,29,46,67,33,27,40,37,33,0,484,26.86,85.85,0.29,0,5.13,48.55,0
17-11-2019,381699,3757.741668,61,55,43,0,15,9,28,51,82,60,45,27,90,33,0,599,27.2,84.76,0.15,0,4.3,25.35,0
24-11-2019,507778,3718.722718,54,47,17,32,13,12,55,49,81,41,31,23,57,30,0,542,27.24,84.79,0.14,0,4.47,24,0
01-12-2019,451052,4315.85286,50,47,37,0,15,9,19,54,77,50,20,29,38,28,34,507,27.28,83.93,0.19,0,6.01,31.75,0
08-12-2019,451001,4362.376218,62,37,17,0,17,12,26,51,68,35,35,0,51,26,27,464,27.04,81.61,0.04,0,6.68,6.65,0
15-12-2019,450974,4299.623782,70,50,38,0,20,14,96,54,44,19,40,48,56,28,16,593,27.06,80.73,0.03,0,5.05,4.25,0
22-12-2019,599996,4346.14714,67,30,25,95,15,9,56,74,43,51,29,52,70,30,0,646,26.97,79.32,0.12,0,6.76,19.6,0
05-01-2020,398460,2251.322073,61,46,26,0,20,13,14,36,82,29,34,37,61,23,35,517,27.61,78.27,0.01,0,5.26,1.4,0
12-01-2020,398422,2316.407688,44,55,34,24,10,6,49,38,51,15,40,46,16,29,21,478,27.43,72.09,0,0,6.31,0.05,0
19-01-2020,398487,2252.389051,49,33,19,0,11,6,33,36,38,44,40,35,37,28,0,409,27.32,71.32,0,0,6.23,0.15,0
26-01-2020,529922,2339.881188,46,0,0,0,6,5,29,23,61,11,44,47,41,25,0,338,28.47,70.31,0,0,7,0.1,0
02-02-2020,319553,1800.449298,36,15,19,0,15,7,43,25,38,34,32,33,25,24,18,364,27.76,72.39,0,0,6.66,0.6,0
09-02-2020,319551,1768.219033,47,26,22,0,11,8,21,22,41,25,25,32,30,29,0,339,27.85,72.33,0.02,0,6.54,3.6,0
16-02-2020,319602,1777.11014,40,58,34,0,11,8,0,38,71,12,32,48,50,26,0,428,28.75,69.43,0,0,6.88,0.05,0
23-02-2020,425245,1778.221529,37,20,0,0,11,7,0,38,66,29,40,0,34,23,0,305,28.65,66.68,0,0,7.33,0.15,0
01-03-2020,136467,3438.007105,31,33,29,0,10,6,26,29,49,13,29,20,10,20,0,305,28.78,69.48,0.02,0,7.01,3.45,0
08-03-2020,136479,3521.967317,50,24,24,0,9,5,0,26,26,24,26,0,35,22,0,271,28.34,75.96,0.07,0,6.76,12.05,0
15-03-2020,136482,3382.397095,53,36,23,36,21,21,0,28,26,0,19,17,17,22,0,319,28.67,76.35,0.07,0,5.99,12.5,0
22-03-2020,181233,3469.628483,45,22,10,0,8,3,34,10,11,0,0,44,46,13,0,246,29.25,73.21,0.05,0,6.76,7.8,0
05-04-2020,742,3036.411161,17,11,0,0,1,2,0,0,0,0,0,49,15,7,0,102,29.33,75.02,0.02,0,6.03,2.95,0
12-04-2020,737,2897.282143,18,15,17,42,0,0,17,3,12,0,8,30,27,10,0,199,28.85,77,0.08,0,6.52,13.05,0
19-04-2020,730,2980.122321,25,0,0,0,0,0,28,0,0,27,8,0,14,8,0,110,29.42,75.86,0.04,0,5.28,7,0
26-04-2020,1182,2981.184375,9,0,8,39,10,3,0,0,6,0,0,0,0,7,17,99,28.59,81.87,0.21,0,6.46,34.55,0
03-05-2020,1710,3255.969585,36,0,0,0,9,6,0,13,9,0,9,25,38,11,14,170,28.98,80.82,0.24,0,8.5,40.45,0
10-05-2020,1686,3299.894976,40,34,22,0,16,11,0,4,0,78,0,30,31,9,0,275,28.37,85.09,0.22,0,5.85,37.6,0
17-05-2020,1650,3193.375903,44,42,34,26,14,9,0,7,10,34,16,26,41,14,0,317,27.62,87.37,0.51,0,6.91,86.45,0
24-05-2020,2324,3320.759536,58,0,12,41,10,8,0,11,14,16,15,48,48,8,0,289,27.31,88.98,0.54,0,10.83,90.15,0
07-06-2020,6764,3351.04814,48,26,8,0,11,5,16,12,5,32,8,22,36,14,22,265,26.49,90.53,0.97,0,8.7,163.75,0
14-06-2020,6795,3245.757112,28,30,0,0,6,7,16,8,12,0,0,31,45,7,0,190,26.58,88.88,0.38,0,10.25,63.3,0
21-06-2020,6800,3314.5186,35,0,0,0,9,5,0,6,13,10,0,19,25,15,0,137,26.75,88.76,0.4,0,10.71,67.65,0
28-06-2020,8874,3345.676149,38,13,16,25,4,0,24,5,0,0,12,63,40,12,0,252,26.22,88.85,0.59,0,9.65,99.05,0
05-07-2020,9313,3613.002959,49,16,10,0,3,1,14,8,30,13,0,0,43,9,0,196,26.2,89.57,0.47,0,9.58,78.35,0
12-07-2020,9294,3619.54233,28,0,0,0,0,2,0,0,10,0,20,22,11,13,0,106,26.34,86.12,0.32,0,9.62,53.1,0
19-07-2020,9288,3579.216204,33,0,0,0,6,3,45,6,10,0,0,27,16,10,0,156,26.11,88.25,0.55,0,10.38,92.45,0
26-07-2020,12494,3555.238507,28,33,19,0,5,4,0,0,20,0,0,32,24,12,0,177,26.33,88.15,0.3,0,7.41,50.7,0
02-08-2020,14163,3580.103342,47,25,7,0,4,2,0,10,8,0,0,19,44,100,60,326,25.83,89.83,1.03,0,11.98,172.95,0
09-08-2020,14050,3654.415621,33,0,0,0,3,4,27,9,29,0,0,13,43,36,0,197,25.51,92.38,1.35,0,12.36,226.8,0
16-08-2020,14175,3635.837552,25,33,14,0,9,5,19,9,23,25,10,0,55,17,0,244,26.32,87.54,0.19,0,10.4,31.75,0
23-08-2020,18763,3680.643485,26,22,31,0,5,5,16,18,0,9,0,15,29,13,0,189,26.79,85.8,0.05,0,10.21,8.85,0
06-09-2020,29186,3783.507596,23,23,15,0,9,7,0,20,19,0,0,0,22,14,0,152,26.41,86.97,0.6,0,8.72,100,0
13-09-2020,29242,3636.951904,18,25,0,0,9,5,30,16,22,21,17,33,13,11,0,220,25.48,91.04,0.76,0,8.23,126.95,0
20-09-2020,29210,3752.25675,29,15,12,28,7,5,0,16,15,18,0,12,0,13,0,170,25.53,90.71,0.65,0,11.99,109.6,0
27-09-2020,38720,3794.28375,15,31,0,0,8,2,35,5,11,0,10,0,10,10,0,137,25.97,89.31,0.4,0,10.18,66.8,0
04-10-2020,48639,3820.03308,24,33,20,55,13,7,40,22,29,21,7,0,34,10,0,315,26.23,86.78,0.11,0,8.97,18.2,0
11-10-2020,48551,3799.65671,23,0,0,62,8,6,43,16,21,0,13,40,32,15,0,279,26.17,87.29,0.34,0,9.24,57.4,0
18-10-2020,48668,3894.031475,28,21,17,0,8,7,56,19,25,48,9,16,31,14,0,299,25.87,89.59,0.48,0,11.36,81.2,0
25-10-2020,64573,3853.278735,29,22,9,41,5,4,26,15,31,34,13,37,25,18,0,309,26.35,85.6,0.05,0,7.58,7.6,0
01-11-2020,76044,3537.41129,16,18,21,0,5,3,34,17,25,24,15,0,20,14,0,212,26.73,85.4,0.09,0,5.64,15.55,0
08-11-2020,75925,3625.873217,28,0,16,0,3,5,27,11,30,29,0,39,44,15,43,290,26.94,85.85,0.14,0,4.37,23.1,0
15-11-2020,75960,3501.173874,30,28,9,50,8,6,24,18,16,42,0,74,46,16,0,367,27.15,84.02,0.11,0,5.21,19.25,0
22-11-2020,101162,3458.54162,25,0,13,0,5,5,35,12,37,45,0,44,32,16,16,285,26.67,85,0.31,0,5.72,52.05,0
06-12-2020,111181,4182.922326,29,20,9,29,6,6,0,10,15,31,30,31,20,16,0,252,26.53,84.61,0.24,0,5.1,40.25,0
13-12-2020,111227,4303.897933,35,33,17,0,8,5,41,16,28,21,16,24,32,18,0,294,26.97,82,0.14,0,5.37,22.8,0
20-12-2020,111242,4226.51714,35,19,8,33,8,4,88,23,31,25,0,35,46,24,16,395,26.01,83.49,0.18,0,5.28,29.5,0
27-12-2020,148005,4264.662601,38,30,0,42,10,3,0,12,22,40,11,0,37,17,0,262,26.36,79.51,0.05,0,6.42,8.35,0
03-01-2021,181973,2046.229169,33,11,0,34,6,4,32,11,27,18,0,43,38,22,0,279,26.67,79.52,0.03,0,5.68,4.75,0
10-01-2021,182043,2033.140283,35,25,0,0,6,4,38,21,49,0,24,25,14,23,0,264,26.15,86.82,0.28,0,4.69,46.6,0
17-01-2021,182091,2116.036561,30,37,24,0,3,5,0,21,30,0,14,25,26,20,0,235,25.87,87.63,0.45,0,5.43,75.45,0
24-01-2021,242078,2038.593986,27,21,18,45,4,5,19,28,17,17,20,0,22,23,0,266,26.47,81.88,0.06,0,5.46,9.5,0
07-02-2021,168160,1695.142679,22,40,13,0,9,4,36,21,26,14,32,29,44,17,16,323,27.11,72.26,0,0,6.73,0,0
14-02-2021,168136,1704.755964,30,18,0,0,11,6,21,8,23,22,23,0,24,15,0,201,26.2,68.79,0,0,7.11,0,0
21-02-2021,168174,1702.619679,27,22,25,0,8,4,23,23,31,15,17,0,26,21,31,273,27.12,76.71,0.02,0,6.15,4,0
28-02-2021,223734,1747.481678,16,17,0,0,5,4,16,16,21,36,0,0,8,17,0,156,27.85,77.9,0.03,0,5.97,4.6,0
07-03-2021,157864,3242.778673,16,0,11,0,8,4,21,22,41,39,16,0,20,16,0,214,27.81,72,0,0,7.05,0.55,0
14-03-2021,157971,3206.735663,18,11,12,24,6,6,0,13,37,44,9,21,22,21,0,244,28.11,74.98,0.07,0,6.2,12.3,0
21-03-2021,157941,3249.331948,38,0,10,34,6,3,19,19,35,34,30,0,19,15,0,262,28.25,74.68,0.05,0,5.69,8,0
28-03-2021,210025,3176.153716,15,30,0,0,0,0,18,18,21,16,40,37,22,16,0,233,28.48,77.49,0.06,0,5.49,10.55,0
04-04-2021,86167,3239.624019,21,19,16,0,0,5,55,11,36,14,0,21,38,16,0,252,28.27,78.06,0.15,0,9.94,24.45,0
11-04-2021,86176,3291.596597,19,23,0,65,6,5,0,6,22,30,12,27,9,14,46,284,28.4,78.85,0.05,0,6.79,8.6,0
18-04-2021,86273,3319.74841,21,0,0,0,6,4,0,18,16,0,7,18,0,14,0,104,27.24,83.7,0.34,0,4.81,57.7,0
25-04-2021,114674,3258.030974,24,0,0,0,6,3,0,21,12,19,15,37,24,19,27,207,27.88,82.86,0.15,0,6.89,25.8,0
02-05-2021,15367,2860.287584,39,47,14,0,7,9,18,16,20,18,0,55,28,11,0,282,27.84,84.55,0.32,0,5.28,53.55,0
09-05-2021,15272,2995.520693,27,10,0,0,8,7,0,10,7,0,0,35,36,9,20,169,27.61,85.16,0.22,0,4.41,37.65,0
16-05-2021,15402,2917.171352,24,23,12,0,0,3,40,5,0,0,0,14,39,9,45,214,26.47,90.78,1.32,0,8.82,221.1,0
23-05-2021,20670,2871.020371,30,0,0,0,8,7,51,0,5,0,0,29,25,8,0,163,27.03,88.43,0.64,0,6.55,107.15,0
06-06-2021,27810,3039.508596,24,31,12,64,6,4,0,12,18,14,21,0,36,14,0,256,26.63,87.82,0.48,0,8.67,80.85,0
13-06-2021,27838,2921.638963,23,24,22,0,10,7,0,5,18,0,15,0,28,12,0,164,26.55,87.81,0.39,0,11.03,65.2,0
20-06-2021,27826,2917.273421,27,25,0,0,3,4,0,14,22,0,0,27,15,14,0,151,26.42,88.31,0.37,0,11.92,62.75,0
27-06-2021,36999,2992.57902,28,32,0,0,7,4,0,9,0,19,32,39,29,15,0,214,26.37,87.07,0.17,0,11.28,28.4,0
04-07-2021,95689,3244.755217,28,39,0,55,7,2,35,24,13,43,24,16,23,8,0,317,26.57,87.06,0.27,0,9.16,45.55,0
11-07-2021,95676,3207.20018,30,28,0,38,5,4,15,12,19,36,0,34,14,11,0,246,26.09,87.85,0.74,0,13.14,124.15,0
18-07-2021,95581,3378.88035,20,12,0,0,8,5,26,8,30,33,0,24,16,10,0,192,25.88,87.98,0.22,0,13.09,37.65,0
25-07-2021,127243,3280.164252,30,17,8,26,0,2,38,10,33,0,15,0,28,15,0,222,25.84,89.63,0.53,0,14.52,89.25,0
01-08-2021,144840,1011.716385,24,14,0,38,0,2,0,12,10,17,11,35,36,15,0,214,26.16,87.33,0.31,0,12.84,52.55,0
08-08-2021,144929,960.7427225,26,0,10,0,6,4,0,9,10,16,8,0,44,19,17,169,25.74,89.07,0.41,0,12.64,69.25,0
15-08-2021,144771,918.6340449,16,14,12,57,4,5,33,12,14,28,0,14,36,14,0,259,25.57,88.75,0.34,0,12.56,57.1,0
22-08-2021,192252,1105.906848,24,10,0,61,6,4,23,25,27,0,14,36,35,13,0,278,25.7,89.13,0.38,0,8.4,63.8,0
05-09-2021,166023,3172.834359,13,16,11,0,5,2,0,9,16,26,16,52,17,15,0,198,25.58,89.49,0.39,0,9.7,66.25,0
12-09-2021,166072,3133.797436,23,0,34,0,8,5,0,5,41,10,0,0,0,15,50,191,25.98,88.3,0.26,0,10,44,0
19-09-2021,166033,3181.509231,17,22,10,0,7,4,0,5,7,31,21,100,17,12,18,271,26.38,88.25,0.23,0,10.37,39.2,0
26-09-2021,220817,3198.858974,21,16,10,0,2,2,17,14,6,21,0,0,15,18,0,142,26.77,85.97,0.15,0,11.55,24.6,0
03-10-2021,197640,3203.84141,15,15,10,0,7,4,0,14,25,25,12,31,28,13,0,199,25.61,90.14,0.57,0,8.77,95.95,0
10-10-2021,197624,3221.444934,19,34,0,0,8,7,0,24,27,28,25,39,12,17,0,240,26.17,89.06,0.4,0,6.23,67.1,0
17-10-2021,197528,3279.756608,27,13,0,0,6,4,0,22,18,0,0,40,34,25,15,204,25.96,89.71,0.91,0,10.34,153.2,0
24-10-2021,262890,3281.957048,22,17,8,0,5,4,0,15,12,53,13,30,19,13,0,211,26.43,86.89,0.35,0,6.93,59.2,0
07-11-2021,214554,1960.882353,26,35,0,0,7,6,22,17,41,43,31,53,21,16,0,318,26.02,88.49,0.43,0,5.59,73.05,0
14-11-2021,214532,2020.533088,24,18,21,0,7,8,0,20,30,42,39,35,20,19,0,283,25.64,89.28,0.74,0,9.16,124.3,0
21-11-2021,214624,1971.727941,35,0,0,0,10,6,0,25,41,17,16,14,25,18,61,268,26.04,86.74,0.51,0,7.36,85.55,0
28-11-2021,285552,2011.856618,23,38,23,0,7,3,0,12,34,39,17,0,27,18,15,256,25.44,90.01,0.74,0,5.62,123.9,0
05-12-2021,284531,2260.226468,21,34,22,0,13,3,44,30,42,43,15,29,19,16,16,347,26.42,86.59,0.2,0,4.94,33.4,0
12-12-2021,284471,2121.052619,34,18,21,0,2,5,100,34,54,48,20,0,27,27,0,390,26.86,83.44,0.06,0,4.96,10.7,0
19-12-2021,284504,2224.623855,18,20,21,0,8,9,26,30,50,36,22,48,41,15,24,368,27.27,78.86,0,0,5.36,0.1,0
26-12-2021,378577,2231.097058,31,22,9,0,5,5,25,29,61,31,34,0,35,16,0,303,26.53,75.65,0,0,5.92,0,0
02-01-2022,285039,1868.593458,25,37,0,44,8,3,0,36,36,0,20,52,17,23,34,335,27.08,71.23,0,0,6.64,0.05,0
09-01-2022,284995,1749.742991,23,18,0,0,3,4,0,31,31,28,11,36,17,22,0,224,27.33,74.25,0,0,6.25,0.4,0
16-01-2022,284993,1732.135514,20,18,8,0,3,4,0,24,29,62,12,15,0,16,0,211,27.27,73.44,0,0,7.53,0.4,0
23-01-2022,378835,1714.528037,19,0,0,0,6,3,0,11,0,35,13,44,32,20,0,183,27.33,73.02,0.01,0,7.9,1.1,0
06-02-2022,268485,1627.354839,31,43,0,0,11,7,16,20,37,0,39,0,39,20,41,304,27.52,74.81,0.01,0,6.82,2.1,0
13-02-2022,268364,1532.641065,24,37,15,0,6,5,23,23,22,43,29,47,23,26,21,344,27.32,73.67,0.06,0,6.06,10.65,0
20-02-2022,268373,1610.134153,27,18,9,19,10,6,18,24,44,50,37,0,40,24,17,343,27.48,74.79,0.04,0,6.27,6,0
27-02-2022,356813,1535.869944,29,28,12,0,7,5,21,30,34,34,0,47,36,29,19,331,28.22,72.32,0.01,0,6.58,1.85,0
06-03-2022,323071,3017.943213,37,28,48,0,11,8,0,28,55,39,30,13,39,25,15,376,28.04,68.35,0.01,0,6.46,1.05,0
13-03-2022,323099,3131.048111,26,24,18,0,9,6,15,34,53,26,42,0,30,25,0,308,28.23,74.21,0.02,0,6.17,2.85,0
20-03-2022,323101,3158.236789,40,38,6,0,15,9,30,46,59,79,40,27,32,28,0,449,28.15,78.27,0.12,0,7.88,19.65,0
27-03-2022,429646,3102.771887,35,44,11,25,13,8,15,31,51,30,33,44,52,28,0,420,28,79.46,0.11,0,7.22,17.7,0
03-04-2022,372024,3033.101636,25,19,15,0,14,7,0,37,62,58,42,43,38,28,19,407,27.88,82.35,0.12,0,5.02,19.65,0
10-04-2022,372050,3061.622664,30,48,28,29,12,7,61,100,79,90,36,54,50,28,0,652,27.14,84.12,0.58,0,5.55,97.5,0
17-04-2022,372142,2987.029206,36,47,22,19,9,8,36,67,72,75,41,29,41,24,0,526,26.99,86.1,0.61,0,5.75,102.5,0
24-04-2022,494918,3125.246495,36,32,13,0,13,8,38,56,76,65,32,58,54,24,45,550,27.85,84.24,0.17,0,6.21,29.3,0
01-05-2022,441220,2410.995702,26,57,8,0,17,9,42,54,73,71,28,16,26,29,13,469,28.36,84.83,0.16,0,6.92,27,0
08-05-2022,441292,2360.317349,32,60,20,0,14,8,38,61,89,56,46,59,48,29,0,560,27.82,85.31,0.22,0,10.08,36.5,0
15-05-2022,441236,2374.334766,39,37,18,0,9,12,0,63,49,62,59,0,36,28,38,450,26.36,88.89,0.75,0,11.53,126,0
22-05-2022,586869,2388.352183,37,49,10,34,19,15,0,58,60,95,79,46,59,30,0,591,25.92,91.48,1.02,0,10.64,171.6,0
05-06-2022,364624,2616.163165,28,33,20,0,18,11,21,56,53,68,62,76,53,32,0,531,26.66,87.3,0.29,0,8.46,48.4,0
12-06-2022,364600,2441.466485,24,23,0,0,12,9,0,53,52,54,61,72,31,30,32,453,26.4,88.6,0.38,0,8.53,63.65,0
19-06-2022,364748,2595.799748,34,39,24,0,19,11,17,40,57,61,46,38,24,25,15,450,26.32,87.13,0.4,0,9.79,66.6,0
26-06-2022,485056,2547.570603,35,53,15,0,10,7,35,44,72,61,23,45,35,31,30,496,26.08,88.31,0.44,0,10.8,73.75,0
03-07-2022,330824,2971.201944,46,25,29,100,13,8,0,49,60,80,43,52,35,31,0,571,25.52,90.78,0.79,0,14.37,133.05,0
10-07-2022,330742,3093.199784,34,19,17,0,13,9,24,39,56,25,44,41,18,31,18,388,25.29,89.43,0.84,0,14.7,140.5,0
17-07-2022,330820,3155.307775,32,9,11,33,14,8,37,34,39,52,34,66,28,32,0,429,25.72,89.88,0.56,0,12.21,94.9,0
24-07-2022,439921,3104.290497,29,11,20,26,11,8,0,58,68,68,26,40,46,31,0,442,25.57,89.13,0.44,0,13.89,74.15,0
07-08-2022,341939,3597.814773,31,39,20,0,11,6,0,63,72,73,30,67,35,33,0,480,24.83,91.79,1.75,0,15.24,293.8,0
14-08-2022,341941,3625.804954,24,22,42,0,10,6,33,42,46,64,37,71,0,32,0,429,26.39,85.78,0.19,0,11.99,32.75,0
21-08-2022,341906,3588.125865,33,34,13,0,15,12,28,53,64,50,38,77,33,34,0,484,26.5,85.37,0.16,0,12.67,26.2,0
28-08-2022,454856,3660.254407,31,12,15,0,15,10,17,41,78,73,35,43,18,26,0,414,24.84,91.24,1.34,0,11.9,225.6,0
04-09-2022,363179,3691.209274,38,43,40,0,10,8,0,64,100,42,39,27,37,30,20,498,25.54,89.95,0.52,0,8.29,87.95,0
11-09-2022,363088,3538.926201,46,17,20,0,12,8,19,60,42,71,17,61,45,29,0,447,25.6,89.89,0.52,0,10.83,86.6,0
18-09-2022,363090,3704.45128,33,49,39,33,16,12,0,33,51,68,38,60,74,26,33,565,26.26,86.88,0.11,0,9.46,18.95,0
25-09-2022,482937,3629.413244,38,28,16,0,16,9,0,68,63,71,43,45,19,28,31,475,26.38,84.98,0.06,0,10.25,9.95,0
02-10-2022,401656,3068.052487,32,25,13,0,13,9,0,56,88,68,58,59,31,23,30,505,26.13,85.8,0.2,0,11.3,33.8,0
09-10-2022,401661,3156.543624,30,33,12,0,11,7,0,43,51,31,27,40,59,30,52,426,25.77,87.43,0.14,0,10.13,23.65,0
16-10-2022,401797,3122.010497,29,28,16,0,15,10,16,68,63,66,58,23,46,33,0,471,26.22,85.08,0.23,0,6.36,38.6,0
23-10-2022,534172,3195.393392,35,25,27,0,14,9,0,52,58,70,40,41,39,29,0,439,25.48,90.17,0.85,0,6.68,143.5,0
06-11-2022,388686,1769.732283,36,19,12,0,17,11,0,48,73,57,34,47,55,33,19,461,25.8,89.33,0.48,0,4.33,80.85,0
13-11-2022,388583,1743.351181,35,61,41,40,16,8,48,48,62,70,34,17,33,32,14,559,25.87,86.97,0.27,0,4.64,45.6,0
20-11-2022,388591,1727.962205,34,25,16,0,14,9,39,32,51,70,46,41,39,28,0,444,25.93,86.34,0.19,0,4.09,31.5,0
27-11-2022,516772,1738.954331,34,31,30,43,12,7,22,50,40,64,48,34,44,28,35,522,25.98,80.6,0.03,0,6.05,4.65,0
04-12-2022,476780,2208.02919,37,33,13,0,13,10,28,62,56,54,47,47,56,27,25,508,26.3,85.6,0.15,0,4.01,25.95,0
11-12-2022,476803,2366.856239,43,32,31,33,16,12,43,63,66,76,50,63,32,34,37,631,25.67,85.17,0.16,0,7.52,27.2,0
18-12-2022,476948,2311.322306,33,8,32,0,24,15,0,86,54,100,21,88,51,31,0,543,25.98,82.25,0.11,0,6.02,19.3,0
25-12-2022,634129,2245.792265,35,45,23,69,15,9,20,74,89,83,84,0,41,31,0,618,26.61,81.62,0.03,0,5.59,5.75,0