Date,Domestic Visitors,Foreign Visitors,shimla flights,shimla buses,buses - shimla,cars - shimla,trains - shimla,shimla trains,shimla cars,shimla bus booking,Shimla bus timings,Shimla train booking,Shimla train timings,Shimla flight booking,Flights in Shimla,Shimla airport,Flights near Shimla:,Total Transport,temperature_2m (Â°C),relativehumidity_2m (%),windspeed_10m (km/h),rain (mm)_sum,snowfall (cm)_sum
2019-08-25,75490,1848,38,42,21,0,28,47,0,23,46,6,0,65,18,58,0,392,16.93095,89.54762,3.210119,40.7,0
2019-09-01,64055,2034,31,25,29,0,32,31,0,39,28,12,54,14,0,29,0,324,17.7256,91.20833,3.207738,50.8,0
2019-09-08,64025,2023,47,33,59,0,32,40,0,33,23,36,87,13,21,68,0,492,17.91429,89.43452,3.66131,26.5,0
2019-09-15,64030,1955,61,56,57,47,20,16,0,37,31,21,49,0,76,60,0,531,18.03393,85.7619,3.825595,6.7,0
2019-09-22,84992,2098,68,41,43,42,14,15,0,59,63,27,75,31,36,68,13,595,15.32857,85.40476,3.6625,19.3,0
2019-10-06,47228,2146,45,27,44,0,0,21,0,25,36,13,0,0,28,59,0,298,12.8756,84.4881,3.67381,27.8,0
2019-10-13,47177,2082,55,55,50,0,22,24,42,39,22,45,0,25,49,67,12,507,11.90179,79.125,3.822619,8.8,0
2019-10-20,47294,2163,37,80,79,0,35,16,0,100,40,24,31,0,23,59,0,524,11.13571,76.75,4.008929,7.5,0
2019-10-27,63118,2103,32,47,41,0,18,30,25,47,27,26,0,0,18,59,0,370,10.4756,69.21429,4.2,0,0
2019-11-03,28644,2411,47,39,51,0,38,29,35,30,19,30,41,13,49,85,0,506,10.92679,75.25,4.383929,6.1,0
2019-11-10,28707,2403,48,28,28,0,14,34,11,38,26,31,31,13,51,67,0,420,8.490476,73.17262,4.865476,22.2,0
2019-11-17,28619,2362,44,51,24,0,39,40,0,64,38,39,69,0,73,42,24,547,9.385714,66.23214,5.001786,7.2,0
2019-11-24,38276,2461,69,72,48,41,43,57,0,42,37,37,34,20,69,71,18,658,8.069643,72.13095,4.67381,6.3,0
2019-12-01,43481,2678,62,20,0,0,62,28,0,41,42,47,39,22,0,66,0,429,5.192262,73.6131,5.539286,33.3,1.05
2019-12-08,43477,2646,69,0,31,0,46,36,48,58,63,39,57,23,74,57,0,601,4.949405,59.52976,5.102381,0,0
2019-12-15,43522,2669,82,54,68,0,55,77,0,91,36,51,42,18,85,64,22,745,2.658333,79.92262,4.454167,33.2,17.78
2019-12-22,57941,2568,62,59,67,33,34,78,21,86,24,100,56,17,36,72,0,745,1.53869,67.58333,5.018452,5.6,1.26
2020-01-05,59965,3322,83,61,52,0,8,36,0,37,74,51,92,0,79,83,0,656,0.931548,69.45238,4.98631,1.7,0.63
2020-01-12,59972,3221,59,39,49,0,44,40,15,34,42,38,0,29,53,60,11,513,-0.04167,71.42857,5.194643,19.1,31.57
2020-01-19,60002,3357,34,44,39,0,27,28,0,44,30,26,72,16,0,56,12,428,0.741667,83.17857,5.280952,30.7,21.21
2020-01-26,79742,3350,33,38,60,0,22,28,11,44,44,37,32,18,0,44,0,411,0.644048,67.50595,4.632738,4.1,4.06
2020-02-02,29258,1108,26,50,66,48,33,29,0,33,14,31,43,24,20,61,0,478,-0.325,78.70238,4.7125,11.8,17.22
2020-02-09,29240,1124,22,49,33,0,11,40,0,40,21,36,20,0,38,54,11,375,0.2125,65.58929,4.855952,1.2,1.12
2020-02-16,29299,1112,39,44,61,0,42,43,0,36,68,37,44,27,18,71,0,530,5.810119,70.89286,4.324405,0.1,0
2020-02-23,38813,1188,28,60,58,0,56,31,13,35,31,10,0,18,0,64,0,404,5.520833,66.69643,4.749405,4.1,0
2020-03-01,13325,833,32,30,21,0,28,23,0,23,17,22,58,0,23,56,0,333,5.636905,76.7381,4.207143,7.3,0
2020-03-08,13353,841,25,20,24,0,23,19,0,24,54,20,38,11,19,46,0,323,4.865476,79.14286,4.670833,25,6.65
2020-03-15,13366,858,14,41,21,0,11,0,0,17,19,16,16,12,0,28,0,195,4.983333,80.3869,5.401786,53.9,3.92
2020-03-22,17641,788,9,22,14,28,0,0,16,8,0,5,0,12,15,17,0,146,7.208929,71.59524,4.535714,5.3,0.07
2020-04-05,77,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,17,9.064286,63.82143,4.781548,11.8,0
2020-04-12,12,1,0,0,0,45,15,0,0,0,16,0,0,0,0,15,0,91,10.77679,58.94643,5.400595,7.6,0
2020-04-19,-131,0,7,0,0,50,0,13,0,10,0,11,16,0,0,0,0,107,12.63988,66.22619,4.577976,31.9,0
2020-04-26,65,0,6,0,0,0,35,0,12,0,0,0,0,0,0,17,0,70,11.2381,69.75,4.62619,34.1,0
2020-05-03,19,0,12,0,8,0,0,0,0,10,0,0,22,0,0,13,0,65,13.06369,75.66667,4.566667,21.1,0
2020-05-10,-64,0,0,11,0,0,8,0,0,0,0,0,21,0,0,0,0,40,13.43571,65.13095,4.571429,16.5,0
2020-05-17,-32,0,17,6,0,0,14,19,0,19,0,0,0,17,0,15,0,107,15.3625,57.89881,4.607738,2,0
2020-05-24,100,0,22,11,0,0,0,0,24,11,0,0,0,0,25,9,0,102,16.94583,44.84524,5.363095,2.5,0
2020-05-31,-42,0,0,11,26,0,0,0,65,17,0,0,0,0,27,6,0,152,14.1,80.83333,3.916667,53.5,0
2020-06-07,-14,0,11,7,10,0,0,17,15,0,0,0,44,0,0,9,0,113,17.7631,71.73214,4.724405,7,0
2020-06-14,33,0,11,8,0,0,11,17,19,0,0,12,0,0,0,19,9,106,18.8244,65.1369,5.204167,1.2,0
2020-06-21,23,0,0,18,12,0,14,0,0,0,0,6,17,44,17,13,0,141,18.2875,81.8631,4.255357,37.5,0
2020-06-28,-1,0,8,21,19,0,8,0,0,0,0,0,0,0,0,0,0,56,18.94345,81.13095,4.231548,17.3,0
2020-07-05,-56,0,0,0,0,0,0,0,0,0,11,0,29,0,0,12,0,52,18.30119,86.11905,3.739881,52.4,0
2020-07-12,35,0,0,9,21,0,0,0,27,0,9,0,0,0,0,0,0,66,18.69881,86.27976,3.849405,29.8,0
2020-07-19,22,0,0,0,0,83,8,0,0,12,0,0,0,0,0,7,14,124,17.09226,89.51786,3.301786,56.6,0
2020-07-26,4,0,16,10,10,0,0,0,21,0,12,0,0,0,0,16,0,85,18.22619,88.6131,3.604167,39.5,0
2020-08-02,53,0,5,0,14,0,0,0,27,10,12,0,0,0,0,28,0,96,18.89405,87.81548,3.3875,37.4,0
2020-08-09,-65,0,6,20,0,0,0,0,0,15,11,0,0,0,0,29,0,81,18.38452,93.67857,3.294643,75.9,0
2020-08-16,8,0,7,15,31,0,0,14,0,0,11,8,0,0,41,23,0,150,17.86012,91.48214,3.340476,73.4,0
2020-08-23,5255,0,13,14,0,0,0,0,28,10,22,0,21,0,0,17,0,125,17.31607,90.53571,3.554167,48.5,0
2020-09-06,5198,0,10,10,10,0,11,26,0,13,25,16,0,0,0,16,0,137,17.00417,83.44643,4.120238,5.4,0
2020-09-13,5312,0,0,0,16,0,25,0,0,22,0,0,31,0,0,13,0,107,17.37857,80.39286,4.485119,1.4,0
2020-09-20,6962,0,7,30,25,0,21,23,0,33,16,12,0,0,27,14,0,208,15.98393,77.67262,4.302976,4.3,0
2020-09-27,7198,0,12,36,34,79,0,11,21,0,0,0,0,0,0,17,0,210,15.15655,67.20238,4.352976,2.4,0
2020-10-04,7246,0,23,32,29,37,0,0,0,13,17,17,0,12,26,24,14,244,15.22024,66.17262,4.38869,0,0
2020-10-11,7196,0,10,26,25,0,0,20,13,21,10,11,0,0,17,19,0,172,14.80655,69.76786,4.106548,1.8,0
2020-10-18,9542,0,24,52,60,0,0,19,11,0,0,12,0,0,33,34,0,245,12.32679,55.2381,4.058929,1.3,0
2020-10-25,6046,0,26,26,9,0,0,0,12,22,10,18,0,0,22,38,0,183,10.6506,59.34524,4.392262,1.2,0
2020-11-01,5946,0,10,21,18,0,0,8,0,21,23,0,0,51,36,5,0,193,9.345833,61.40476,4.12381,1.3,0
2020-11-08,6083,0,9,14,21,0,12,0,22,34,0,0,0,26,30,29,12,209,9.28869,72.16667,4.079762,5.4,0
2020-11-15,8110,0,23,0,43,0,20,10,0,20,44,10,0,23,34,49,0,276,5.316667,70.72024,4.660119,12.8,0.49
2020-11-22,17295,0,23,12,20,0,0,19,0,24,17,11,0,0,14,29,0,169,6.592857,60.78571,5.245238,0,0
2020-12-06,17416,0,30,21,33,0,36,0,16,0,19,18,0,0,0,47,0,220,5.990476,66.7619,4.68631,13.9,1.61
2020-12-13,17393,0,39,10,24,0,23,19,15,35,14,50,0,0,36,51,0,316,2.822024,59.00595,5.226786,0.2,0
2020-12-20,22982,0,36,46,37,0,20,24,11,38,29,23,38,0,33,49,0,384,4.096429,54.59524,4.869643,0.1,0.07
2020-12-27,18737,0,33,44,63,0,9,19,0,66,13,50,19,14,0,56,14,400,2.004762,68.77976,6.076786,4.8,5.74
2021-01-03,18716,0,26,20,16,49,15,17,37,31,37,39,0,25,25,48,0,385,4.372024,76.22024,5.961905,51.3,2.45
2021-01-10,18739,0,0,36,39,0,31,18,18,32,0,29,16,0,16,43,29,307,4.994643,60.48214,4.496429,0,0
2021-01-17,25104,0,31,23,12,0,26,0,0,38,0,30,28,0,0,43,0,231,4.320238,68.58929,4.580357,8.3,1.05
2021-01-24,11570,0,18,0,20,0,26,11,0,26,9,20,0,50,19,33,9,241,1.750595,69.20238,5.301786,13.7,15.12
2021-01-31,11522,0,18,26,0,0,25,0,22,0,20,19,0,22,0,51,0,203,5.420238,71.41667,4.398214,0.2,0
2021-02-07,11475,21,28,0,20,54,14,0,20,0,23,16,17,0,24,43,34,293,5.968452,63.95833,4.3625,0,0
2021-02-14,15206,0,18,32,15,0,20,23,0,14,21,16,47,0,0,31,0,237,8.947024,57.70833,5.131548,12.8,0
2021-02-21,14341,0,20,0,14,33,8,0,0,48,37,20,0,0,0,35,36,251,8.55119,52.40476,5.559524,14.8,0
2021-02-28,14390,1,23,55,0,64,0,8,0,25,11,12,0,0,15,45,0,258,9.205952,54.17262,5.110119,11.4,0
2021-03-07,14447,0,30,16,20,0,10,0,10,0,18,9,26,0,14,55,0,208,10.53036,47.24405,5.43631,2.1,0
2021-03-14,19093,0,20,22,21,0,29,11,0,26,0,19,28,0,48,42,0,266,9.950595,58.90476,5.872619,19.7,0
2021-03-21,6361,0,9,16,27,0,14,19,30,14,32,10,0,0,0,37,0,208,11.65952,39.72024,5.75,6.6,0
2021-03-28,6204,0,21,24,23,0,12,20,0,21,0,0,0,18,50,34,0,223,11.1119,55.21429,6.089286,32.2,0
2021-04-04,6269,0,21,21,32,0,0,20,0,19,100,13,28,32,0,32,0,318,12.19226,54.33333,5.245833,23,0
2021-04-11,8411,0,19,42,0,0,0,0,0,21,0,0,23,0,0,33,0,138,9.579167,66.17262,5.827381,65.1,0
2021-04-18,1850,0,0,26,22,0,0,11,0,0,0,0,0,0,0,16,0,75,14.73274,49.93452,4.967857,4.1,0
2021-04-25,1916,0,9,17,10,0,0,17,0,0,47,0,0,0,0,0,0,100,13.24464,76.51786,4.585714,40.7,0
2021-05-02,1915,0,15,7,0,0,0,18,0,11,0,10,0,0,27,18,0,106,13.10536,72.18452,3.958929,26.4,0
2021-05-09,2480,0,10,0,0,0,0,0,0,15,19,0,39,15,0,7,0,105,14.71548,68.6131,4.002381,12.6,0
2021-05-16,20153,2,17,0,11,0,0,14,0,17,0,0,25,0,0,11,0,95,15.61905,77.23214,4.255357,39.9,0
2021-05-23,20224,3,0,18,18,0,0,41,0,0,0,5,0,0,0,19,14,115,18.00298,80.70833,4.298214,16.3,0
2021-06-06,20217,11,21,7,33,0,0,0,0,26,0,0,0,25,38,12,0,162,16.72202,81.26786,4.005952,30.1,0
2021-06-13,26722,13,0,20,28,0,12,19,0,24,25,25,65,14,0,57,0,289,17.56964,73.3631,4.417857,6.2,0
2021-06-20,26630,0,13,24,31,74,28,16,21,50,21,29,84,22,0,46,0,459,18.86845,73.22024,4.703571,6.5,0
2021-06-27,26630,0,20,14,40,0,0,11,0,15,13,14,0,0,16,62,0,205,18.4,83.79762,4.018452,34.7,0
2021-07-04,26656,16,8,22,27,0,13,18,0,15,0,26,52,0,26,36,0,243,17.95357,91.48214,3.591071,80.2,0
2021-07-11,35340,58,33,34,51,0,14,13,0,31,29,15,31,0,0,32,0,283,18.11548,91.47024,3.486905,166.9,0
2021-07-18,10468,0,18,0,9,100,13,22,0,30,22,0,25,12,16,48,0,315,18.11964,91.59524,3.506548,152.5,0
2021-07-25,10471,0,24,38,24,0,0,11,0,13,0,10,19,23,18,42,0,222,17.69464,90.42262,3.264881,49.1,0
2021-08-01,10466,0,12,19,9,0,14,17,34,15,0,19,0,13,0,23,0,175,17.85,86.65476,3.801786,14.8,0
2021-08-08,13761,0,7,21,20,74,21,12,28,35,0,35,0,0,0,23,0,276,17.41786,85.72024,3.276786,57,0
2021-08-15,13758,21,37,16,16,0,0,0,0,35,0,13,21,16,50,50,0,254,16.49405,89.55952,3.083333,36,0
2021-08-22,13864,35,24,0,28,0,0,27,0,0,0,0,0,0,44,36,0,159,16.57917,89.90476,3.268452,60.3,0
2021-09-05,13858,32,19,34,17,0,9,0,21,21,17,15,0,0,28,60,35,276,16.8131,86.25595,3.533929,18.6,0
2021-09-12,18389,0,41,10,22,66,24,12,0,16,13,7,0,0,0,41,0,252,15.94464,90.02976,3.202381,50.9,0
2021-09-19,17069,4,34,38,20,0,34,22,0,0,17,18,74,0,0,55,0,312,15.80476,86.72024,3.860714,14.3,0
2021-09-26,16925,100,28,0,10,0,15,0,0,47,27,19,19,22,0,52,17,256,15.08095,79.96429,4.219643,0.6,0
2021-10-03,17045,0,26,18,30,0,15,10,0,37,25,17,38,15,0,34,0,265,14.1875,65.1131,4.652976,16.9,0
2021-10-10,22707,0,27,25,23,0,0,18,25,20,25,11,0,22,0,55,0,251,11.91488,80,4.557738,46.5,0
2021-10-17,26139,87,34,24,16,0,19,19,0,0,26,8,0,0,27,31,0,204,7.952976,61.58929,4.791071,0.5,0
2021-10-24,26183,109,28,28,35,0,0,15,0,0,14,15,16,12,26,40,13,242,8.645238,69.79167,4.647619,0,0
2021-11-07,26221,8,21,20,37,0,23,0,0,12,28,30,31,13,53,53,0,321,7.995238,73.85714,4.635714,0,0
2021-11-14,34704,0,32,27,0,0,0,31,0,59,34,31,51,14,55,56,0,390,6.958333,70.8631,4.517857,0,0
2021-11-21,52813,35,29,27,13,0,0,13,17,17,18,12,21,0,20,52,23,262,7.418452,77.5119,4.125,16.4,0.07
2021-11-28,52603,22,17,0,25,0,0,27,0,31,23,25,24,17,0,43,0,232,4.434524,64.25595,4.746429,5.1,0.14
2021-12-05,52720,191,12,0,9,0,0,18,14,24,0,38,54,0,43,16,0,228,1.731548,70.72024,5.116071,5.3,1.96
2021-12-12,70310,46,37,22,30,0,24,23,0,48,18,18,83,29,0,53,0,385,2.295833,63.88095,4.476786,2.1,1.61
2021-12-19,51615,11,21,50,53,0,0,13,13,39,0,21,40,59,22,74,35,440,1.245238,65.85714,4.590476,2.3,0.28
2021-12-26,51535,0,18,37,28,0,0,30,13,48,0,34,36,0,17,57,0,318,2.280952,83.40476,5.77381,59.7,25.34
2022-01-02,51637,112,0,11,15,50,10,15,0,0,0,27,51,50,36,56,0,321,-0.40893,59.20238,6.107738,4.3,10.08
2022-01-09,68540,38,17,9,12,0,0,0,0,19,0,15,33,29,17,42,13,206,1.480357,80.47619,4.667857,16.6,11.83
2022-01-16,48386,43,7,32,15,0,0,0,14,0,37,18,24,0,16,43,0,206,0.555952,80.67857,3.967857,10.7,32.76
2022-01-23,48371,0,33,20,13,56,26,37,0,23,0,27,39,16,0,61,45,396,0.822619,68.07143,4.241667,0.6,2.03
2022-01-30,48377,16,22,0,22,0,13,14,21,52,37,43,44,0,16,60,0,344,2.708333,66.67262,4.133929,1.2,0
2022-02-06,64387,107,24,22,15,0,37,70,0,29,25,28,25,50,22,52,0,399,4.180357,74.86905,4.992262,40.2,6.65
2022-02-13,60278,99,39,21,21,0,0,0,11,41,27,31,40,10,36,63,0,340,5.7625,66.53571,5.094643,8.2,0
2022-02-20,60369,70,40,38,0,0,21,16,20,25,21,24,42,12,31,61,8,359,9.22381,61.16071,4.947024,1.6,0
2022-02-27,60343,0,25,41,17,0,31,29,0,40,10,21,0,22,31,69,0,336,13.37976,66.22024,4.895238,1.6,0
2022-03-06,80228,174,34,44,27,0,38,34,0,44,36,23,26,37,19,80,0,442,12.93869,47.3631,5.344643,0.2,0
2022-03-13,67897,133,33,36,42,0,17,30,0,43,46,36,49,10,18,74,25,459,15.17262,42.28571,5.170833,0,0
2022-03-20,67946,211,36,38,22,0,0,20,0,42,31,44,16,31,55,95,0,430,16.28869,36.78571,5.430357,0.2,0
2022-03-27,67903,159,48,26,28,25,47,46,19,28,23,25,63,11,42,78,0,509,15.27381,46.43452,5.71131,6.9,0
2022-04-03,90075,160,52,28,30,0,21,0,11,36,31,23,71,0,82,100,0,485,15.55595,42.80357,5.5875,5.9,0
2022-04-10,81574,147,39,37,46,0,41,58,0,33,25,54,58,21,65,82,10,569,17.65893,35.94643,5.867857,1.3,0
2022-04-17,81420,225,30,46,50,0,18,23,10,47,39,21,22,12,36,65,0,419,16.33452,55.1131,5.2375,12.3,0
2022-04-24,81471,162,58,32,37,0,48,25,16,36,58,45,70,9,58,100,0,592,18.42798,55.0119,5.890476,5,0
2022-05-01,108352,159,53,22,16,0,22,19,10,81,41,37,56,14,28,93,0,492,18.13869,46.36905,5.775,7.5,0
2022-05-08,89334,185,41,33,26,59,45,33,10,35,38,43,47,24,35,93,0,562,18.94107,43.58333,6.277381,13.3,0
2022-05-15,89440,216,33,34,16,0,41,29,12,92,32,31,100,19,69,76,0,584,21.26607,35.68452,6.216071,0.1,0
2022-05-22,89373,157,37,20,34,39,39,39,21,91,44,66,51,41,33,97,29,681,18.77917,61.05357,4.84881,19.7,0
2022-06-05,118698,112,16,24,26,0,12,20,0,42,63,50,47,0,0,79,0,379,17.19524,70.98214,4.644643,9.3,0
2022-06-12,29690,181,19,22,13,0,27,23,28,61,45,39,72,12,18,71,10,460,18.52619,88.04762,3.532143,116.1,0
2022-06-19,29618,290,16,41,42,0,38,25,0,18,42,55,41,17,59,61,10,465,18.96131,88.76786,3.367857,100.8,0
2022-06-26,29669,260,26,32,29,0,18,22,13,42,35,32,62,0,33,40,9,393,18.30536,87.68452,3.769048,67.8,0
2022-07-03,39365,198,7,29,35,0,0,29,33,45,29,36,23,0,22,48,0,336,18.1256,91.17857,3.354762,82.5,0
2022-07-10,28008,248,21,23,14,0,11,29,0,20,36,47,48,0,25,44,0,318,17.61012,89.61905,3.313095,57.8,0
2022-07-17,27963,262,20,12,12,50,16,15,0,59,10,25,47,12,42,35,0,355,18.35179,86.69048,3.745833,94,0
2022-07-24,28047,256,18,22,25,0,21,55,20,26,35,18,22,0,0,52,21,335,17.56786,90.45833,3.493452,131,0
2022-08-07,37206,413,11,30,15,0,30,18,0,32,22,21,60,10,24,37,0,310,17.63988,90.17857,3.554762,42.1,0
2022-08-14,27443,351,31,21,11,0,28,26,0,35,30,37,35,25,36,38,0,353,17.1631,87.4881,3.62619,31,0
2022-08-21,27502,281,20,13,9,0,0,26,0,15,9,21,15,13,0,57,13,211,16.24583,85.79167,3.945238,8.6,0
2022-08-28,27527,262,13,8,22,0,12,8,0,46,46,32,0,0,18,69,15,289,15.86964,88.02976,3.600595,29.6,0
2022-09-04,36319,249,14,19,19,0,41,28,0,22,27,25,16,30,30,66,0,337,15.64345,89.52976,3.314881,75.5,0
2022-09-11,30716,348,15,19,27,0,9,22,0,45,24,17,16,32,0,82,9,317,14.31548,84.1131,3.935714,10.8,0
2022-09-18,30649,407,29,10,23,0,16,13,16,75,46,24,0,16,25,63,0,356,14.09464,84.28571,3.22381,42.6,0
2022-09-25,30674,401,28,23,31,0,21,19,0,44,9,32,57,14,40,82,0,400,11.66845,82.58929,3.917857,19.9,0
2022-10-02,40747,387,43,37,24,0,25,30,0,49,54,35,37,41,57,84,0,516,10.22857,68.47619,4.364286,1.5,0
2022-10-09,29145,352,25,27,26,0,33,44,0,26,38,7,44,36,0,56,0,362,10.65893,67.01786,4.272024,1.1,0
2022-10-16,29122,402,24,41,43,0,15,20,22,100,18,31,25,36,15,42,11,443,7.868452,60.75595,4.361905,6.9,0
2022-10-23,29118,336,33,30,29,0,22,18,0,58,39,34,23,35,0,63,0,384,6.371429,72.16667,4.009524,9.1,0
2022-11-06,38762,413,42,15,19,0,0,52,0,35,33,35,45,0,42,71,28,417,7.497619,62.35714,4.507143,0,0
2022-11-13,48562,426,26,38,31,0,34,38,0,18,35,29,55,19,14,65,0,402,7.319643,69.55357,3.982738,0.1,0
2022-11-20,48691,386,30,17,0,0,25,33,0,53,44,53,12,23,33,48,0,371,6.40119,59.41667,4.4375,0,0
2022-11-27,48581,421,27,29,35,0,8,22,12,35,41,31,17,14,22,78,0,371,6.195238,56.60119,4.730357,0,0
2022-12-04,64596,448,30,26,26,0,31,11,12,40,9,28,51,0,0,59,0,323,3.699405,63.39286,4.214881,0.7,0